name,imdbRating,Rotten_Tomatoes,Metacritic,imdbVotes,plot
The Star(2017),5.8,45.0,42.0,3067.0,"In Sony Pictures Animation's THE STAR, a small but brave donkey named Bo yearns for a life beyond his daily grind at the village mill. One day he finds the courage to break free, and finally goes on the adventure of his dreams. On his journey, he teams up with Ruth, a lovable sheep who has lost her flock and Dave, a dove with lofty aspirations. Along with three wisecracking camels and some eccentric stable animals, Bo and his new friends follow the Star and become accidental heroes in the greatest story ever told - the first Christmas."
Epic Movie(2007),2.3,2.0,17.0,94982.0,"Four troubled orphans from four separate movie scenarios who are bound together in a wacky chocolate factory after receiving golden tickets to go on an 'epic adventure.' After they escape from the clutches of a very scary Willy Wonka they discover the magical world of 'Gnarnia' through an enchanted wardrobe. There they must seek the help of a randy lion, a hoard of mutants from the x academy, students of witchcraft and wizardry, funky swash-buckling pirates and a mischievous beaver to defeat the evil white bitch!"
Lakeview Terrace(2008),6.1,45.0,47.0,43633.0,"In California, the Caucasian Chris Mattson and his African-American wife Lisa Mattson move to a house in a gated community. The racist and dysfunctional next-door neighbor is the abusive LAPD Officer Abel Turner who feels uncomfortable with the relationship of the newcomers and transforms their lives into Hell on Earth."
The Grudge 2(2006),5.0,11.0,33.0,42223.0,"In Pasadena, Mrs. Davis sends her daughter Aubrey Davis to Tokyo to bring her sister Karen Davis, who is interned in a hospital after surviving a fire, back to the USA. After their meeting, Karen dies and Aubrey decides to investigate what happened to her and gets herself trapped in the same situation, being chased by the ghost of the house. Meanwhile in Tokyo, the three high school mates Allison, Vanessa and Miyuki visit the famous haunted house and are also chased by the ghost. In Chicago, Trish moves to the apartment of her boyfriend Bill, who lives with his children, the teenager Lacey and boy Jake. On the next door, weird things happen with their neighbor."
Nerve(2016),6.6,67.0,58.0,88326.0,"'Nerve' is about an online dare game, in which people give participants anonymous dares for money. The participants compete with each other to win the grand prize as the dares get tougher. Things get worse when the tasks get increasingly dangerous and lives are at stake."
Conan the Barbarian(1982),6.9,70.0,43.0,121975.0,"A village is attacked by the evil ruler of the Snake Cult, Thulsa Doom (James Earl Jones) and his evil warriors, when Thulsa Doom and his warriors kills his parents, a young boy named Conan (Jorge Sanz) is enslaved. Years later, Conan grows up and becomes a mighty warrior and is trained as a fighter. After years as a slave and as a gladiator, Conan is set free. Conan sets out on a quest as he vows to avenge his parents and solve the riddle of steel. Joined by a archer named Subotai (Gerry Lopez), a beautiful thief who falls in love with Conan, Valeria (sandahl Bergman') and a Chinese wizard (Mako), Conan and his companions sets out to rescue Princess Yasmina (Valérie Quennessen), daughter of King Osric (Max von Sydow), from the Snake Cult, and get his revenge on Thulsa Doom and avenge his parents."
How Stella Got Her Groove Back(1998),5.6,49.0,56.0,5948.0,"Stella is a highly successful, forty-something San Francisco stock broker who is persuaded by her colorful New York girlfriend Delilah to take a well deserved, first-class vacation to Jamaica. As she soaks in the beauty of the island, she encounters a strapping, young islander, Winston Shakespeare. His pursuits for her turn into a hot and steamy romance that forces Stella to take personal inventory of her life and try to find a balance between her desire for love and companionship, and the responsibilities of mother and corporate executive."
Bill & Ted's Bogus Journey(1991),6.5,89.0,60.0,1198.0,"A down on his luck William ""Bill"" Shakespeare decides to pursue his latest dream: to be an aspiring writer. His adventure soon becomes dangerous when he is caught between a act of murder."
Man of the Year(2006),6.2,21.0,39.0,29420.0,"Tom Dobbs, comedic host of a political talk show - a la Bill Maher and Jon Stewart - runs for President of the US as an independent candidate who, after an issues-oriented campaign and an explosive performance in the final debate, gets just enough votes to win. Trouble is he owes his victory to a computer glitch in the national touch-screen voting system marketed by Delacroy, a private company with a rising stock price. To protect their fortune, Delacroy executives want to keep the glitch a secret, but one programmer, Eleanor Green, wants Dobbs to know the truth. Can she get to him?"
Risen(2016),6.3,52.0,51.0,20386.0,"Follows the epic Biblical story of the Resurrection, as told through the eyes of a non-believer. Clavius, a powerful Roman Military Tribune, and his aide Lucius, are tasked with solving the mystery of what happened to Yahshua in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem."
Vampires Suck(2010),3.4,4.0,18.0,41816.0,"Frank Crane, sheriff of Washington's Spork town, welcomes back his daughter Becca. However obvious the signs, she takes forever to recognize its Halloween-like decoration hardly masks the omnipresence of bizarrely clumsy vampires and werewolves, even in the case of her devoted youth friend Jacob White, whose canine traits extend from a tail to the irresistible urge to chase cats. She falls in love with sickly pale Edward Sullen, member of the depressed, bloodthirsty adopted family of Dr. Carlton."
The Black Hole(1979),5.9,43.0,,19958.0,"It is the year 2130 A.D. An Earth exploratory ship, the USS Palomino, discovers a black hole with a lost ship, the USS Cygnus, just outside its event horizon. Deciding to solve the mystery of the Cygnus are: the Palomino's Captain, Dan Holland; his First Officer, Lieutenant Charlie Pizer; journalist Harry Booth; scientist and ESP-sensitive Dr. Kate McCrae, whose father was the Cygnus's First Officer; Dr. Alex Durant, the expedition's civilian leader; and the robot known as V.I.N.CENT. The Palomino attempts a dangerous fly-by of the darkened ship. As they come within close range of it, the buffeting they experience (due to the black hole's gravity) suddenly ceases. They bring more instruments to bear on the derelict, but do not even realize the gravity-free zone is artificial; slipping outside it, they are almost drawn into the black hole, an abyss from which no one can escape. Matters worsen when Reinhardt holds the crew captive, after realizing that they can help him reach his goal. The squad must now figure out a way to flee from Reinhardt -- before it's too late."
The American(2010),6.3,65.0,61.0,84255.0,"Alone among assassins, Jack is a master craftsman. When a job in Sweden ends more harshly than expected for this American abroad, he vows to his contact Pavel that his next assignment will be his last. Jack reports to the Italian countryside, where he holes up in a small town and relishes being away from death for a spell. The assignment, as specified by a Belgian woman, Mathilde, is in the offing as a weapon is constructed. Surprising himself, Jack seeks out the friendship of local priest Father Benedetto and pursues romance with local woman Clara. But by stepping out of the shadows, Jack may be tempting fate."
Selena(1997),6.7,65.0,67.0,21117.0,"The film tells the story of the life of Mexican ""Tejano"" style singer Selena Quintanilla-Perez and the progress of her career resulting in her No. 1 US album."
A Very Harold & Kumar 3D Christmas(2011),6.3,68.0,61.0,59562.0,"Six years have elapsed since Guantanemo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn."
Eternal Sunshine of the Spotless Mind(2004),8.3,93.0,89.0,769757.0,"A man, Joel Barish, heartbroken that his girlfriend Clementine underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realizes that he still loves her, and may be too late to correct his mistake."
Texas Chainsaw 3D(2013),4.8,18.0,,39192.0,"After the first massacre in 1974, the townspeople suspected that the Sawyer family were responsible. A vigilante mob of enraged locals surrounded the Sawyer house, burning it to the ground and killing every last member of the family. Decades later, a young woman named Heather learns that she has inherited a Texas estate from her grandmother. She decides to bring her friends along on the road trip to investigate her inheritance. On arrival, she discovers she has inherited a mansion, but is yet to uncover the terrors that lurk in the basement underneath it."
Babel(2006),7.5,69.0,69.0,262601.0,"4 interlocking stories all connected by a single gun all converge at the end and reveal a complex and tragic story of the lives of humanity around the world and how we truly aren't all that different. In Morocco, a troubled married couple are on vacation trying to work out their differences. Meanwhile, a Moroccan herder buys a rifle for his sons so they can keep the jackals away from his herd. A girl in Japan dealing with rejection, the death of her mother, the emotional distance of her father, her own self-consciousness, and a disability among many other issues, deals with modern life in the enormous metropolis of Tokyo, Japan. Then, on the opposite side of the world the married couple's Mexican nanny takes the couple's 2 children with her to her son's wedding in Mexico, only to come into trouble on the return trip. Combined, it provides a powerful story and an equally powerful looking glass into the lives of seemingly random people around the world and it shows just how connected we really are."
This is Where I Leave You(2014),6.6,42.0,44.0,61380.0,"When their father passes away, four grown siblings, bruised and banged up by their respective adult lives, are forced to return to their childhood home and live under the same roof together for a week, along with their over-sharing mother and an assortment of spouses, exes and might-have-beens. Confronting their history and the frayed states of their relationships among the people who know and love them best, they ultimately reconnect in hysterical and emotionally affecting ways amid the chaos, humor, heartache and redemption that only families can provide-driving us insane even as they remind us of our truest, and often best, selves."
Doubt(2008),7.5,79.0,68.0,108307.0,"It's 1964, St. Nicholas in the Bronx. A charismatic priest, Father Flynn, is trying to upend the school's strict customs, which have long been fiercely guarded by Sister Aloysius Beauvier, the iron-gloved Principal who believes in the power of fear-based discipline. The winds of political change are sweeping through the community, and indeed, the school has just accepted its first black student, Donald Miller. But when Sister James, a hopeful innocent, shares with Sister Aloysius her guilt-inducing suspicion that Father Flynn is paying too much personal attention to Donald, Sister Aloysius sets off on a personal crusade to unearth the truth and to expunge Flynn from the school. Now, without a shard of proof besides her moral certainty, Sister Aloysius locks into a battle of wills with Father Flynn which threatens to tear apart the community with irrevocable consequences."
Team America: World Police(2004),7.2,77.0,64.0,145200.0,"The North American counter-terrorism force Team America attacks a group of terrorists in Paris. Later, the leader of the organization, Spottswoode, invites the famous Broadway actor Gary Johnston to join his world police and work undercover in Cairo, infiltrating a terrorist organization in the hope they will disclose their plan of destroying the world. Team America destroy the cell of terrorists, but then the Panama Canal is attacked by the criminals as a payback. Gary feels responsible for the death of many innocents and leaves the counter-terrorism organization. When the leader of North Korea, Kim Jong Il, joins a group of pacifist actors and actresses with the intention of using weapons of massive destruction, Team America tries to avoid the destruction of the world."
Copycat(1995),6.6,76.0,54.0,46166.0,"In San Francisco, the criminal psychologist Helen Hudson is specialized in serial-killers. During a trial, the accused Daryll Lee Cullum kills a police officer and tries to kill her and she becomes agoraphobic. Now Helen lives a reclusive life with her gay friend Andy that helps her. Sometime later, there is a wave of crimes and Detectives M.J. Monahan and Reuben Goetz are investigating the murder cases. Helen identifies that the murderer is copycatting notorious serial-killers and she anonymously contacts the Police Department. After fourteen phone calls, she is identified by the police. Detectives M.J. and Reuben visit her and Helen teams up with them and prepares the profile of the killer that wants to be famous. But soon the copycat killer Peter Foley contacts and stalks Helen and M.J. and Reuben give protection to her. Will they be capable to stop Foley before the next murder?"
Scary Movie V(2013),6.2,53.0,48.0,204296.0,"A group of teenagers including Cindy Campbell and Bobby Prinze, accidentally hit a man when driving, and dispose of the body, but now they are being stalked by a very recognisable masked killer. The victim count increases, whilst Cindy must survive the carnage that has she has seen in so many films before."
She's Out of My League(2010),6.4,58.0,46.0,109390.0,"Kirk is an average Joe who works as a TSA agent at the Pittsburgh airport with his friends. The status quo of his fairly monotonous life ends when he meets Molly, a smart, kind and gorgeous blonde. Because she's way out of his league (she's a hard 10 and he is but a 5), Kirk knows there's no way on earth she's ever going to fall for him. Or is there...?"
Milk(2008),7.6,94.0,84.0,148048.0,"Using flashbacks from a statement recorded late in life and archival footage for atmosphere, this film traces Harvey Milk's career from his 40th birthday to his death. He leaves the closet and New York, opens a camera shop that becomes the salon for San Francisco's growing gay community, and organizes gays' purchasing power to build political alliances. He runs for office with lover Scott Smith as his campaign manager. Victory finally comes on the same day Dan White wins in the city's conservative district. The rest of the film sketches Milk's relationship with White and the 1978 fight against a statewide initiative to bar gays and their supporters from public school jobs."
Paint Your Wagon(1969),6.7,27.0,,10248.0,"A Michigan farmer and a prospector form a partnership in the California gold country. Their adventures include buying and sharing a wife, hijacking a stage, kidnaping six prostitutes, and turning their mining camp into a boomtown. Along the way there is plenty of drinking, gambling, and singing. They even find time to do some creative gold mining."
The Debt(2011),6.9,76.0,65.0,58823.0,"The espionage thriller begins in 1997, as shocking news reaches retired Mossad secret agents Rachel (Helen Mirren) and Stefan (Tom Wilkinson) about their former colleague David (Ciarán Hinds). All three have been venerated for decades by their country because of the mission that they undertook back in 1965, when the trio (portrayed, respectively, by Jessica Chastain, Marton Csokas, and Sam Worthington) tracked down Nazi war criminal Vogel (Jesper Christensen) in East Berlin. At great risk, and at considerable personal cost, the team's mission was accomplished - or was it? The suspense builds in and across two different time periods, with startling action and surprising revelations."
Ghost Ship(2002),5.5,14.0,28.0,82183.0,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre ocurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature."
Daybreakers(2010),6.5,67.0,57.0,112738.0,"In a world 10 years into the future, vampires make up the vast majority of the population with only 5% of the human race remaining. This presents particular challenges as the vampires' food supply - human blood - is dwindling and rationing is now the norm. There is growing evidence that vampires deprived of an adequate blood supply are themselves evolving into wild, vile creatures that attack anyone and anything in order to survive. Dr. Edward Dalton, a vampire and hematologist who works for a pharmaceutical firm, has been working on finding an artificial blood supply that will meet the vampire society's needs. He is sympathetic to humans and sees his work as a way of alleviating their suffering but his views on finding a solution change considerably when he meets someone who found a way to transform himself from being a vampire to again take human form."
The Bank Job(2008),7.3,79.0,69.0,161151.0,"Business is slow for Terry Leather, a London car dealer, married with children. He's an artful dodger, so Martine, a former model with a thing for him, brings him her scheme: a bank's alarm is off for a couple weeks, so let's tunnel into the vault. He assembles a team, not realizing her real goal is a safe-deposit box with compromising photos of a royal: she needs the photos to trade for avoiding a jail sentence - and MI-5, or is it MI-6, is pulling the strings two steps removed. A Trinidadian thug, a high-end bordello owner, and a pornographer also have things stored in the vault, so the break-in threatens many a powerful personage. Is there any way these amateurs can pull it off?"
Wild Things(1998),6.5,64.0,52.0,96949.0,"In south Florida, a high school counselor is accused of rape by a manipulative rich girl and her trailer trash classmate. The cop on the case begins to suspect a conspiracy and dives into an elaborate and devious web of greed and betrayal to find the truth."
The Stepfather(2009),5.6,11.0,33.0,25932.0,"Michael Harding returns home from military school to find his mother happily in love and living with her new boyfriend, David. As the two men get to know each other, Michael becomes more and more suspicious of the man who is always there with a helpful hand. Is he really the man of her dreams or could David be hiding a dark side?"
High Fidelity(2000),7.5,91.0,79.0,153277.0,"Thirty-something Rob Gordon, a former club DJ, owns a not so lucrative used record store in Chicago. He not so much employs Barry and Dick, but rather keeps them around as they showed up at the store one day and never left. All three are vinyl and music snobs, but in different ways. Rob has a penchant for compiling top five lists. The latest of these lists is his top five break-ups, it spurred by the fact that his latest girlfriend, Laura, a lawyer, has just broken up with him. He believed that Laura would be the one who would last, partly as an expectation of where he would be at this stage in his life. Rob admits that there have been a few incidents in their relationship which in and of themselves could be grounds for her to want to break up. To his satisfaction, Laura is not on this top five list. Rob feels a need not only to review the five relationships, which go back as far as middle school when he was twelve, and try to come to terms with why the woman, or girl as the case may be, left him, but also, in the words of Charlie Nicholson, number four on the list, ""what it all means"" for why he has ended up where he is, which is nowhere, personally or professionally, close to what he envisioned. He also has to come to terms with what it means that Laura has moved on to Ian Raymond, a man for who neither had any respect when they were together."
Stick It(2006),6.4,30.0,53.0,24403.0,"Haley Graham is a former gymnast-turned-juvenile delinquent who, after one too many run-ins with the law, is forced to enroll at an elite gymnastics academy, the VGA in Houston, Texas which is run by the legendary Olympic gymnast Burt Vickerman. But the rebellious Haley is not welcomed into the academy by the other teenage gymnasts who despise her for walking out on her Junior Olympic team years earlier during a competition which cost them the gold medal. But Haley is not a docile person either and makes every effort to provoke conflicts with the other girls. Vickerman takes it upon himself to coach Haley in his own way to make her regain her self respect for the VGA's coming spot on the Gymnastic Nationals."
One Missed Call(2008),4.0,0.0,24.0,28213.0,"After the death of their friend Shelley, Leann Cole receives a voice mail from the future of the date and time when she would die. On the scheduled day, Leann sees weird things and in the precise informed hour, Leann is attacked by a supernatural force on a footbridge over a train station while talking to her friend Beth Raymond. Beth meets Leann's boyfriend Brian, who also received a call, and witnesses his death on the street. When her roommate Taylor Anthony receives a call, Beth befriends Det. Jack Andrews, who tells her that his sister was the first victim of the phone call. They decide to investigate the connections of Jack's sister and find the name of Marie Layton, who apparently abused of her daughters. Jack and Beth run against time trying to save Beth from her fate."
Eye for an Eye(1996),6.1,,,11266.0,"Karen McCann's eldest daughter is raped and murdered whilst on the phone with her. When the case against Robert Doob, the perpetrator, is dismissed because of a technicality, she starts following him and sees how he checks out his next victim, a woman he delivers groceries to. She tells the police, but is only warned she must stop following Doob. When she tries to warn the woman, she is shooed out of the house. Doob, having found out that Karen is following him, threatens to do something to her youngest daughter. She then seeks help from a group of vigilantes connected to a support group, in order to shoot Doob. However, a friend from the support group turns out to be an FBI agent investigating the very vigilante activity Karen is involved in and warns her that she will go to jail for the rest of her life unless it is self-defense. In the meantime, tension grows between Karen and her husband Mack, because he finds out she has secretly been taking self-defense classes and has been learning how to use a gun. When Doob makes another victim and is again released for lack of evidence, she finds a way to lure him into her house and kill him in self-defense."
Street Kings(2008),6.8,36.0,55.0,99831.0,"LAPD detective Tom Ludlow is a ruthlessly efficient, unorthodox undercover cop. Captain Jack Wander always covers for Tom, as do even his somewhat jealous colleagues. After technically excessive violence against a vicious Korean gang during the liberation of a kidnapped kid sex slave, Tom becomes the target of IA's hotshot, captain James Biggs, who feels passed over after Wander's promotion to chief. Tom's corrupt, disloyal ex-patrol partner Terrence Washington sides with IA but is killed during a shop robbery in Tom's presence."
The World's End(2013),7.0,89.0,81.0,215233.0,"20 years after attempting an epic pub crawl, five childhood friends reunite when one of them becomes hell bent on trying the drinking marathon again. They are convinced to stage an encore by mate Gary King, a 40-year old man trapped at the cigarette end of his teens, who drags his reluctant pals to their home town and once again attempts to reach the fabled pub, The World's End. As they attempt to reconcile the past and present, they realize the real struggle is for the future, not just theirs but humankind's. Reaching The World's End is the least of their worries."
From Dusk Till Dawn(1996),7.3,64.0,48.0,243434.0,"After a bank heist in Abilene with several casualties, the bank robber Seth Gecko and his psychopath and rapist brother Richard Gecko continue their crime spree in a convenience store in the middle of the desert while heading to Mexico with a hostage. They decide to stop for a while in a low-budget motel. Meanwhile the former minister Jacob Fuller is traveling on vacation with his son Scott and his daughter Kate in a RV. Jacob lost his faith after the death of his beloved wife in a car accident and quit his position of pastor of his community and stops for the night in the same motel Seth and Richard are lodged. When Seth sees the recreational vehicle, he abducts Jacob and his family to help his brother and him to cross the Mexico border, promising to release them on the next morning. They head to the truck drivers and bikers bar Titty Twister where Seth will meet with his partner Carlos in the dawn. When they are watching the dancer Santanico Pandemonium, Seth and Richard fight with three bodyguards. But soon they discover that the bar is a coven of vampires and they need to fight until dawn to leave the place alive."
You Again(2010),5.8,17.0,28.0,44597.0,"As a teenager Marni was the kind of girl no guy would go near and would be tormented by the mean girls, and no one was meaner to her than Joana the head cheerleader. Years later, she's a successful woman with a good job. When she goes home for her brother's wedding she discovers that her brother is marrying Joana. And he doesn't know what she did to Marni. When they meet she wants Joana to apologize for the way she treated her but Joana feigns ignorance. When Marni tells her mother, Gail about her and Joana, Gail tells her to try and put it behind her. But when Gail meets Joana's aunt Mona, it turns that she's her old friend Ramona who was her friend in high school whom she had falling out with with years ago, and Gail is unaware what caused it. Gail feels like Mona is trying to thumb her success in her face. When Marni learns that Joana does remember her she sets to expose her to her brother."
Nancy Drew(2007),5.9,49.0,53.0,17344.0,"Nancy Drew accompanies her father on a business trip to Los Angeles California. Nancy booked an abandoned house for them to stay in hiding the mystery of a movie star's murder from her father as a promise that she would stay out of trouble and be normal. Fitting into high school as a normal teen turns out to be harder than it sounds, for Nancy Drew. She soon befriends a younger boy and determines that the sleuthing world is where she belongs. While snooping through the attic, she finds a letter from the Hollywood star, Dehlia Draycott, written to someone named 'Z'. This leads Nancy on a wild goose chase as she comes to find out that Dehlia has a secret daughter, her daughter is to inherit everything and someone killed Dehlia because they were written out of the will."
Alpha and Omega 3D(2010),6.0,,,86.0,Alpha is a about 3 young criminal friends that split up in a certain moment of their life due to a failed robbery. Eight years later they come back together each of them choosing different life-styles.
Endless Love(2014),6.3,16.0,30.0,35589.0,"David has had a crush on Jade since the first time he saw her in the tenth grade. With high school coming to an end, David has never spoken to her until her family pulls up to The Inn, where David works as a valet. She and David fall madly in love, a love that only grows stronger as parents try to tear them apart. David knows Jade's past, but as his secrets are slowly revealed, Jade's trust is tested and leaves them wondering if they are truly meant to be together."
The Covenant(2006),5.3,4.0,19.0,42228.0,"Four best friends, young warlocks of the same coven who all share a same secret: a magic powers, suddenly have to protect themselves from a stranger-another warlock just like them who has come to town to destroy their coven after a 300 years old hate..."
Monte Carlo(2011),5.8,39.0,43.0,36578.0,"A young woman, her uptight step sister and her best friend use their savings for a long anticipated dream trip to Paris, which turns out to be a big disappointment. When they decide to take a break from their lousy tour and duck into the lobby of a luxury hotel, one of them is mistaken for a spoiled British heiress. Before they get the chance to reveal their true identities they are wrapped up in misadventures during a vacation to Monte Carlo instead."
Stay Alive(2006),5.1,9.0,24.0,27374.0,"Loomis Crowley is testing the underground game Stay Alive with his friends Sarah and Rex. When the game is over, Loomis finds Rex and Sarah dead in their room, and he is pushed by a shadow from the staircase, breaking the banister and hanging the same way he died in the game. Loomis' sister, Emma, gives his game to his best friend, Hutch. They, and his friends Miller, Phineus with his sister October, Swink and Abigail play the game together. When Miller and Phineus die the same way they died in the game, the survivors disclose that the game is based on the life of the evil Countess Elizabeth Bathory. She was buried alive in the tower of her real state in the Geronge Plantation. With the police chasing them, and after the death of October, the survivors reach the house and try to find the corpse of the Countess to destroy her fiend."
2 For the Money(2005),6.2,22.0,50.0,39343.0,"Brandon Lang loves football: an injury keeps him from the pros, but his quarterback's anticipation makes him a brilliant predictor of games' outcomes. Needing money, he leaves Vegas for Manhattan to work for Walter Abrams advising gamblers. Walter has a doting wife, a young daughter, and a thriving business, but he has problems: a bum heart, a belief he's a master manipulator, and addictions barely kept in check. He remakes Brandon, and a father-son relationship grows. Then, things go awry. Walter may be running a con. The odds against Brandon mount."
Rough Night(2017),5.2,44.0,51.0,30725.0,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most."
Psycho(1998),8.5,97.0,97.0,492799.0,"Phoenix officeworker Marion Crane is fed up with the way life has treated her. She has to meet her lover Sam in lunch breaks and they cannot get married because Sam has to give most of his money away in alimony. One Friday Marion is trusted to bank $40,000 by her employer. Seeing the opportunity to take the money and start a new life, Marion leaves town and heads towards Sam's California store. Tired after the long drive and caught in a storm, she gets off the main highway and pulls into The Bates Motel. The motel is managed by a quiet young man called Norman who seems to be dominated by his mother."
Quigley Down Under(1990),6.8,56.0,,16706.0,"Sharpshooter Matt Quigley is hired from America by an Australian rancher so he can shoot aborigines at a distance. Quigley takes exception to this and leaves. The rancher tries to kill him for refusing, and Quigley escapes into the brush with a woman he rescued from some of the rancher's men, and are helped by aborigines. Quigley returns the help, before going on to destroy all his enemies."
To Die For(1995),6.8,87.0,86.0,37835.0,"Suzanne Stone (Maretto) knows exactly what she wants. She wants to be a television newscaster and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary."
Shorts(2009),4.8,46.0,53.0,5752.0,"A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it."
Vampires(1998),6.1,37.0,42.0,46326.0,"The church has long known that vampires exist. However, it is discovered that a group of vampires are searching for a powerful doom for mankind. The Vatican then secretly enlists a team of vampire-hunters, led by Jack Crow, to hunt down and destroy the vampires before they find the crucifix."
Appaloosa(2008),6.8,77.0,64.0,53621.0,"1882, New Mexico Territory. Virgil Cole and Everett Hitch are itinerant lawmen, hired by desperate towns as marshal and deputy. The city fathers of Appaloosa hire them after Randall Bragg, a newly-arrived rancher with money and a gang of thugs, disrupts commerce and kills three local lawmen. Cole and Hitch contrive to arrest Bragg and bring him to trial, but hanging him proves difficult. Meanwhile, a widow has arrived in town, Allison French, pretty, refined, and good-natured. Virgil falls hard, and it seems mutual, but there may be more to Allie than meets the eye. Can friendship and skill with a gun overcome a pernicious villain and green-eyed jealousy?"
Secret in Their Eyes(2015),6.3,40.0,45.0,31841.0,"2002: Ray Kasten (Chiwetel Ejiofor) and Jess Cobb (Julia Roberts) are two investigators in a private police unit led by the DA. When they receive an anonymous tip about a girl raped and killed, they rush to the scene. Ray realizes it is Jess' daughter and the team falls apart due to the grief. In 2015, Ray comes back to LA, and says that after 13 years, he has found a lead and convinces the DA to reopen the case. They find clues and leads unknown to them, and secrets from the past come to light as they start discovering the real, chilling truth. Meanwhile, Jess, dissatisfied with the law, decides to take matters into her own hands and track down the killer, no matter what lengths she has to go to."
Yu-Gi-Oh(2004),7.1,,,14276.0,"A young boy named Yugi Moto solves an Ancient Egyptian Puzzle and brings forth a dark and powerful alter ego. Whenever he and his friends are threatened by evil, this alter ego breaks out of the confines of the Millenium Puzzle and challenges wrongdoers to the Shadow Games: Life or Death situations that test the true nature of human beings. Those that lose or cheat suffer serious penalties that result in losing their sanity or even their lives. Along with his friends Joey, Tristan, Téa and Miho; Yugi and his dark counterpart faces off against foes such as Seto Kaiba: The ruthless champion of the duel monsters card game; and Ryo Bakura, who possesses the Millenium Ring containing a spirit more brutal than Yami Yugi. Will Yugi and his friends succeed or will they lose their souls?"
Reign Over Me(2007),7.5,64.0,61.0,87883.0,"Alan Johnson has everything he needs to get through life: a good job, a beautiful and loving wife, and their wonderful children. Yet he feels isolated because he finds having a hard-working job and managing a family too much to handle and has no one to talk to about it. Charlie Fineman, on the other hand, doesn't have a job or a family. He used to have both until a terrible loss, and the grief caused him to quit his job and isolate himself from everyone around him. As it turns out, Alan and Charlie were roommates in college, and a chance encounter one night rekindles the friendship they shared. But when Charlie's problems become too much to deal with, Alan is determined to help Charlie come out of his emotional abyss."
My Best Friend's Girl(2008),5.9,14.0,34.0,39418.0,"Dustin, an amiable guy, is in love with Alexis, a coworker. When she tells him she just wants to be friends, he hires his roommate Tank, a fast-talking, amoral scoundrel who has a side business: men whose women have dumped them hire Tank to take their ex-girlfriends out on the date from Hell, to drive the women back into their old boyfriends' arms. He takes out Alexis who, against her better judgment, decides she needs some randy fun, so Tank is in a quandary: take Alexis up on her offer, or stay true to his friend. More complications ensue as the wedding of Alexis's sister approaches. Tank seeks advice from his father, Dustin pursues Alexis, and questions of self-worth need answers."
Georgia Rule(2007),5.9,18.0,25.0,21846.0,"Rachel comes to stay with her Grandmother Georgia for the summer leaving some obvious problems behind at home. Her alcoholic mother doesn't even stay the night before rushing back out to California to be with her husband. Rachel shakes up the town, a beautiful girl in the boring Mormon country. Then she reveals her deepest secret to one of her new friends, and her mother comes rushing back to find out if its true. In the midst of this crisis the three woman become closer than ever and start to understand each other more."
Under the Rainbow(1981),5.4,0.0,,2251.0,"In 1938 Los Angeles, the manager of the Culver Hotel leaves his nephew in charge for a weekend. The nephew changes the name to the Hotel Rainbow and overbooks with royalty, assassins, secret agents, Japanese tourists, and munchkins (from the cast of The Wizard of Oz (1939)). Secret Service agent Bruce Thorpe and casting director Annie Clark find romance amidst the intrigue and confusion."
Ladyhawke(1985),7.0,62.0,,37040.0,"Philipe Gastone, a thief, escapes from the dungeon at Aquila, sparking a manhunt. He is nearly captured when Captain Navarre befriends him. Navarre has been hunted by the Bishop's men for two years, ever since he escaped with the Lady Isabeau who the Bishop has lusted after. Navarre and Isabeau have a curse that the Bishop has placed on them that causes Navarre to be a wolf during the night and Isabeau to be a hawk during the day. Navarre insists that Philipe help him re-enter the city to help him kill the heavily guarded Bishop."
Into the Wild(2007),8.1,82.0,73.0,494716.0,"Based on a true story. After graduating from Emory University, Christopher McCandless abandoned his possessions, gave his entire savings account to charity, and hitchhiked to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters who shape his life."
Simon Birch(1998),6.9,44.0,39.0,19284.0,"Simon Birch tells the story of Joe and Simon's heart-warming journey of friendship. Simon Birch was born with a condition that makes him much smaller than all the other kids in town. Now, due to his condition, Simon thinks God made him this way for a reason and highly believes in God. Together, Joe and Simon go on a journey of trust and friendship to find the answers to many things. Their friendship is put to the test when some unfortunate events happen."
